CIN,COMPANY,AMOUNT,DISTRICT
L17120MH1985PLC036500,JAI CORP LIMITED,1300000,MUMBAI CITY
L17120MH1989PLC054580,ZENITH FIBRES LIMITED,1100000,VADODARA
L17124MH1986PLC166615,INDO RAMA SYNTHETICS (INDIA) LIMITED,100000,FIROZABAD
L17124MH1986PLC166615,INDO RAMA SYNTHETICS (INDIA) LIMITED,100000,JAIPUR
L17124MH1986PLC166615,INDO RAMA SYNTHETICS (INDIA) LIMITED,100000,JAIPUR
L17124MH1986PLC166615,INDO RAMA SYNTHETICS (INDIA) LIMITED,1100000,NAGPUR
L17124MH1986PLC166615,INDO RAMA SYNTHETICS (INDIA) LIMITED,1600000,NAGPUR
L17124MP1947PLC000410,GRASIM INDUSTRIES LTD,400000,HAVERI
L17124MP1947PLC000410,GRASIM INDUSTRIES LTD,4800000,UJJAIN
L17124MP1989PLC008255,MARAL OVERSEAS LIMITED,4800000,KHARGONE
L17124MP1989PLC008255,MARAL OVERSEAS LIMITED,2000000,KHARGONE
L17124RJ2005PLC020927,SUTLEJ TEXTILES AND INDUSTRIES LIMITED,1900000,JAIPUR
L17124RJ2005PLC020927,SUTLEJ TEXTILES AND INDUSTRIES LIMITED,500000,KATHUA
L17124RJ2005PLC020927,SUTLEJ TEXTILES AND INDUSTRIES LIMITED,4000000,RANCHI
L17229UP1994PLC017199,J. K. CEMENT LIMITED.,1700000,JHAJJAR
L17239GJ1985PLC007829,SHRI JAGDAMBA POLYMERS LIMITED,1100000,AHMEDABAD
L17299GJ1972PLC011626,CAMPHOR AND ALLIED PRODUCTS LTD,3900000,VADODARA
L17299MH1972PLC285731,CAMPHOR AND ALLIED PRODUCTS LTD,3900000,VADODARA
L17299MH2006PLC163133,ASHAPURA INTIMATES FASHION LIMITED,1100000,JALNA
L17299MH2006PLC163133,ASHAPURA INTIMATES FASHION LIMITED,500000,THANE
L17299WB1993PLC058969,DOLLAR INDUSTRIES LIMITED,8100000,KOLKATA
L17299WB1993PLC058969,DOLLAR INDUSTRIES LIMITED,1100000,KOLKATA
L17299WB1993PLC058969,DOLLAR INDUSTRIES LIMITED,2000000,KOLKATA
L17301RJ1934PLC002761,SIL INVESTMENTS LIMITED,3000000,JHALAWAR
L17309WB1995PLC073053,LUX INDUSTRIES LIMITED,7800000,KOLKATA
L17309WB1995PLC073053,LUX INDUSTRIES LIMITED,500000,KOLKATA
L18100MH1986PLC040911,PREMCO GLOBAL LIMITED,300000,AKOLA
L18100TG1990PLC010973,VIJAY TEXTILES LTD,300000,CHENNAI
L18100TG1990PLC010973,VIJAY TEXTILES LTD,100000,JAMNAGAR
L18100TG1990PLC010973,VIJAY TEXTILES LTD,500000,MADURAI
L18100TG1990PLC010973,VIJAY TEXTILES LTD,1400000,VADODARA
L18101AP1962PLC000919,SREE SATYANARAYANA SPINNING MILLS LTD,1400000,WEST GODAVARI
L18101AP1962PLC000919,SREE SATYANARAYANA SPINNING MILLS LTD,1700000,WEST GODAVARI
L18101CH1994PLC015413,GLOBAL KNITFAB LIMITED,5000000,JAIPUR
L18101DL1970PLC005197,SRF LIMITED,600000,CHENNAI
L18101DL1970PLC005197,SRF LIMITED,4100000,MEWAT
L18101DL1978PLC009241,T T LIMITED,7700000,BIKANER
L18101KL1992PLC006528,KITEX GARMENTS LIMITED,61100000,ERNAKULAM
L18101KL1992PLC006528,KITEX GARMENTS LIMITED,32000000,ERNAKULAM
L18101KL1992PLC006528,KITEX GARMENTS LIMITED,14700000,ERNAKULAM
L18101MH1992PLC065136,KEWAL KIRAN CLOTHING LIMITED,1000000,JORHAT
L18101MH1992PLC065136,KEWAL KIRAN CLOTHING LIMITED,1000000,SOLAPUR
L18101RJ1992PLC006952,MAYUR UNIQUOTERS LIMITED,5100000,JAIPUR
L18101RJ1992PLC006952,MAYUR UNIQUOTERS LIMITED,7000000,JAIPUR
L18101RJ1992PLC006952,MAYUR UNIQUOTERS LIMITED,4300000,JAIPUR
L18209TG1985PLC005581,SANGHI INDUSTRIES LIMITED,100000,AHMEDABAD
L18209TG1985PLC005581,SANGHI INDUSTRIES LIMITED,13600000,KUTCH
L18209TG1985PLC005581,SANGHI INDUSTRIES LIMITED,20900000,KUTCH
L19131UP1984PLC006421,SUPER TANNERY LIMITED,2600000,KANPUR NAGAR
L19201HR1986PLC033185,LIBERTY SHOES LIMITED,2400000,KARNAL
L19201HR1986PLC033185,LIBERTY SHOES LIMITED,300000,NEW DELHI
L19201WB1931PLC007261,BATA INDIA LTD,9700000,KOLKATA
L19201WB1931PLC007261,BATA INDIA LTD,5100000,KOLKATA
L19202WB1985PLC039431,KKALPANA INDUSTRIES (INDIA) LIMITED,12500000,KOLKATA
L20103WB1980PLC032872,GPT INFRAPROJECTS LIMITED,1200000,KOLKATA
L20103WB1980PLC032872,GPT INFRAPROJECTS LIMITED,900000,KOLKATA
L20211AS1990PLC003484,GREENPLY INDUSTRIES LTD,3700000,MON
L20211AS1990PLC003484,GREENPLY INDUSTRIES LTD,2200000,MON
L20211AS1990PLC003484,GREENPLY INDUSTRIES LTD,800000,MON
L20211CH1991PLC011732,STYLAM INDUSTRIES LIMITED,1000000,PANCHKULA
L21010GJ1995PLC025135,SHREE AJIT PULP AND PAPER LIMITED,500000,BHILWARA
L21010GJ1995PLC025135,SHREE AJIT PULP AND PAPER LIMITED,1000000,NAVSARI
L21010GJ1995PLC025135,SHREE AJIT PULP AND PAPER LIMITED,800000,NAVSARI
L21010GJ1995PLC025135,SHREE AJIT PULP AND PAPER LIMITED,3200000,VALSAD
L21010GJ1995PLC025135,SHREE AJIT PULP AND PAPER LIMITED,100000,VALSAD
L21010MH1945PLC010337,BALLARPUR INDUSTRIES LIMITED,1300000,YAMUNANAGAR
L21010MH1945PLC010337,BALLARPUR INDUSTRIES LIMITED,2800000,YAMUNANAGAR
L21010MH1992PLC069527,METROGLOBAL LIMITED,4000000,AHMEDABAD
L21010MH1992PLC069527,METROGLOBAL LIMITED,4300000,AHMEDABAD
L21010MH1992PLC069527,METROGLOBAL LIMITED,1500000,AHMEDABAD
L21011OR1936PLC000117,ORIENT PAPER AND INDUSTRIES LTD.,900000,SHAHDOL
L21012KL1991PLC006207,SREE SAKTHI PAPER MILLS LIMITED,300000,ERNAKULAM
L21012KL1991PLC006207,SREE SAKTHI PAPER MILLS LIMITED,300000,ERNAKULAM
L21012MH1964PLC013058,PUDUMJEE PULP AND PAPER MILLS LIMITED,1000000,JHUNJHUNU
L21012MH1964PLC013058,PUDUMJEE PULP AND PAPER MILLS LIMITED,2000000,PUNE
L21012PB1980PLC004329,SATIA INDUSTRIES LIMITED,800000,MUKTSAR
L21012PB1997PLC035243,KUANTUM PAPERS LIMITED,6000000,HOSHIARPUR
L21012PB1997PLC035243,KUANTUM PAPERS LIMITED,6400000,HOSHIARPUR
L21012PB1997PLC035243,KUANTUM PAPERS LIMITED,2800000,HOSHIARPUR
L21012TZ1960PLC000364,SESHASAYEE PAPER AND BOARDS LIMITED,6000000,CHENNAI
L21015RJ1973PLC015819,APM INDUSTRIES LIMITED,7100000,ALWAR
L21015RJ1973PLC015819,APM INDUSTRIES LIMITED,3300000,ALWAR
L21016AS2013PLC011624,GREENLAM INDUSTRIES LIMITED,2300000,GHAZIABAD
L21016AS2013PLC011624,GREENLAM INDUSTRIES LIMITED,1900000,GHAZIABAD
L21016AS2013PLC011624,GREENLAM INDUSTRIES LIMITED,3400000,PALI
L21019WB1981PLC034161,EMAMI PAPER MILLS LIMITED,3400000,KOLKATA
L21019WB1981PLC034161,EMAMI PAPER MILLS LIMITED,17700000,KOLKATA
L21090BR1918PLC000013,HINDUSTAN MEDIA VENTURES LIMITED,5900000,KANPUR NAGAR
L21098UP2012PLC048300,GENUS PAPER & BOARDS LIMITED,2300000,MORADABAD
L21098UP2012PLC048300,GENUS PAPER & BOARDS LIMITED,2000000,MORADABAD
L21300WB1973PLC028854,INTERNATIONAL CONVEYORS LTD.,200000,HANUMANGARH
L21300WB1973PLC028854,INTERNATIONAL CONVEYORS LTD.,2800000,KOLKATA
L21300WB1973PLC028854,INTERNATIONAL CONVEYORS LTD.,1200000,PUNE
L21300WB1973PLC028854,INTERNATIONAL CONVEYORS LTD.,1700000,PUNE
L22110TN1985PLC012491,SUN TV NETWORK LIMITED,50500000,CHENNAI
L22121DL2002PLC117874,HT MEDIA LIMITED,600000,DEHRADUN
L22121DL2002PLC117874,HT MEDIA LIMITED,6000000,FARIDABAD
L22121DL2002PLC117874,HT MEDIA LIMITED,3300000,MUMBAI SUBURBAN
L22122TN1970PLC005795,MPS LIMITED,1200000,CHENNAI
L22122TN1970PLC005795,MPS LIMITED,1300000,GURUGRAM
L22122TN1970PLC005795,MPS LIMITED,400000,GURUGRAM
L22200MH1984PLC034055,NAVNEET EDUCATION LIMITED,2400000,KUTCH
L22200MH1984PLC034055,NAVNEET EDUCATION LIMITED,14300000,KUTCH
L22210GJ1995PLC047208,D.B. CORP LIMITED,1900000,BHOPAL
L22210MH1987PLC044505,TCPL PACKAGING LIMITED,1300000,GANDHINAGAR
L22210MH1987PLC044505,TCPL PACKAGING LIMITED,400000,GURUGRAM
L22210MH1987PLC044505,TCPL PACKAGING LIMITED,400000,HARIDWAR
L22210MH1987PLC044505,TCPL PACKAGING LIMITED,100000,HARIDWAR
L22210MH1993PLC133365,N R AGARWAL INDUSTRIES LIMITED,200000,VALSAD
L22210MH1995PLC084781,TATA CONSULTANCY SERVICES LIMITED,600000,BANGALORE RURAL
L22210MH1995PLC084781,TATA CONSULTANCY SERVICES LIMITED,16800000,MUMBAI CITY
L22213WB1946PLC014346,SAREGAMA INDIA LIMITED,5700000,KOLKATA
L22213WB1946PLC014346,SAREGAMA INDIA LIMITED,5400000,KOLKATA
L22213WB1946PLC014346,SAREGAMA INDIA LIMITED,5400000,KOLKATA
L22219MH1987PLC042083,ORIENT PRESS LIMITED,100000,PALGHAR
L22219MH1987PLC042083,ORIENT PRESS LIMITED,100000,PALGHAR
L22219MH1991PLC059800,CONTROL PRINT LIMITED,1100000,PUNE
L23109GA1967PLC000076,GOA CARBON LIMITED,300000,NEW DELHI
L23109GA1967PLC000076,GOA CARBON LIMITED,700000,NEW DELHI
L23109MP1972PLC008290,HEG LIMITED,1300000,RAISEN
L23109MP1972PLC008290,HEG LIMITED,2300000,RAISEN
L23109MP1972PLC008290,HEG LIMITED,10100000,RAISEN
L23200MH1989PLC054633,SUPREME PETROCHEM LIMITED,1700000,RAIGAD
L23200MH1989PLC054633,SUPREME PETROCHEM LIMITED,100000,RAIGAD
L23201MH1959GOI011388,INDIAN OIL CORPN. LIMITED,28200000,BEGUSARAI
L23201MH1959GOI011388,INDIAN OIL CORPN. LIMITED,21900000,BEGUSARAI
L23201MH1959GOI011388,INDIAN OIL CORPN. LIMITED,27600000,BONGAIGAON
L23201MH1959GOI011388,INDIAN OIL CORPN. LIMITED,27600000,BONGAIGAON
L23201MH1959GOI011388,INDIAN OIL CORPN. LIMITED,89500000,CUTTACK
L23201MH1959GOI011388,INDIAN OIL CORPN. LIMITED,3100000,FARIDABAD
L23201MH1959GOI011388,INDIAN OIL CORPN. LIMITED,4400000,FARIDABAD
L23201MH1959GOI011388,INDIAN OIL CORPN. LIMITED,17400000,KAMRUP
L23201MH1959GOI011388,INDIAN OIL CORPN. LIMITED,47200000,KHORDHA
L23201MH1959GOI011388,INDIAN OIL CORPN. LIMITED,1900000,KOLKATA
L23201MH1959GOI011388,INDIAN OIL CORPN. LIMITED,84900000,MATHURA
L23201MH1959GOI011388,INDIAN OIL CORPN. LIMITED,84400000,MATHURA
L23201MH1959GOI011388,INDIAN OIL CORPN. LIMITED,229200000,NARMADA
L23201MH1959GOI011388,INDIAN OIL CORPN. LIMITED,900000,NASHIK
L23201MH1959GOI011388,INDIAN OIL CORPN. LIMITED,21500000,PANIPAT
L23201MH1959GOI011388,INDIAN OIL CORPN. LIMITED,4600000,SOUTH DELHI
L23201MH1959GOI011388,INDIAN OIL CORPN. LIMITED,93000000,TINSUKIA
L23201MH1959GOI011388,INDIAN OIL CORPN. LIMITED,80700000,TINSUKIA
L23201MH1959GOI011388,INDIAN OIL CORPN. LIMITED,16600000,VARANASI
L23201MH1983PLC030372,GP PETROLEUMS LIMITED,1300000,HISAR
L23201MH1983PLC030372,GP PETROLEUMS LIMITED,600000,PALGHAR
L23203MH2008PLC267060,GULF OIL LUBRICANTS INDIA LIMITED,1300000,RATNAGIRI
L23203MH2008PLC267060,GULF OIL LUBRICANTS INDIA LIMITED,2600000,RATNAGIRI
L23203MH2008PLC267060,GULF OIL LUBRICANTS INDIA LIMITED,1000000,RATNAGIRI
L23203TG2008PLC060190,GULF OIL LUBRICANTS INDIA LIMITED,1300000,RATNAGIRI
L23203TG2008PLC060190,GULF OIL LUBRICANTS INDIA LIMITED,2600000,RATNAGIRI
L23203TG2008PLC060190,GULF OIL LUBRICANTS INDIA LIMITED,1000000,RATNAGIRI
L23205GJ1965PLC001343,TRANSPEK INDUSTRY LIMITED,1500000,VADODARA
L23205GJ1965PLC001343,TRANSPEK INDUSTRY LIMITED,200000,VADODARA
L23209GJ1982PLC005062,PANAMA PETROCHEM LIMITED,700000,AHMEDABAD
L23209GJ1982PLC005062,PANAMA PETROCHEM LIMITED,5100000,MUMBAI CITY
L23209KA1988GOI008959,MANGALORE REFINERY AND PETROCHEMICALS LIMITED,4600000,DHARWAD
L23220MH1952GOI008931,BHARAT PETROLEUM CORPORATION LIMITED,5000000,NEW DELHI
L23423HR1933PLC000097,ISGEC HEAVY ENGINEERING LIMITED,12000000,YAMUNANAGAR
L24100MH1960PLC011681,DAI-ICHI KARKARIA LIMITED,300000,LATUR
L24100MH1960PLC011681,DAI-ICHI KARKARIA LIMITED,1400000,THANE
L24100MH1960PLC011681,DAI-ICHI KARKARIA LIMITED,300000,THANE
L24100MH1972PLC016149,THIRUMALAI CHEMICALS LIMITED,6000000,VELLORE
L24100MH1972PLC016149,THIRUMALAI CHEMICALS LIMITED,4500000,VELLORE
L24100MH1980PLC023177,INDO BORAX & CHEMICALS LIMITED,400000,THANE
L24100MH1983PLC029442,LUPIN LIMITED,11200000,MUMBAI CITY
L24100MH1985PLC036547,BHARAT AGRI FERT & REALTY LIMITED,2600000,AURANGABAD
L24100MH2004PLC144295,FINEOTEX CHEMICAL LIMITED,400000,RANCHI
L24110AP1981PLC003077,SREE RAYALASEEMA ALKALIES AND ALLIED CHEMICALS LTD,5100000,KURNOOL
L24110AP1981PLC003077,SREE RAYALASEEMA ALKALIES AND ALLIED CHEMICALS LTD,4900000,KURNOOL
L24110AP1981PLC003077,SREE RAYALASEEMA ALKALIES AND ALLIED CHEMICALS LTD,5000000,KURNOOL
L24110AP2005PLC045726,SREE RAYALASEEMA HI-STRENGTH HYPO LIMITED,3600000,KURNOOL
L24110AP2005PLC045726,SREE RAYALASEEMA HI-STRENGTH HYPO LIMITED,1600000,KURNOOL
L24110GJ1969PLC001590,THEMIS MEDICARE LIMITED,1200000,PUNE
L24110GJ1973PLC002247,GUJARAT ALKALIES AND CHEMICALS LIMITED,11000000,BHARUCH
L24110GJ1973PLC002247,GUJARAT ALKALIES AND CHEMICALS LIMITED,800000,GANDHINAGAR
L24110GJ1973PLC002247,GUJARAT ALKALIES AND CHEMICALS LIMITED,28100000,VADODARA
L24110GJ1973PLC002247,GUJARAT ALKALIES AND CHEMICALS LIMITED,8600000,VADODARA
L24110GJ1984PLC007301,AARTI INDUSTRIES LTD,2600000,JAMMU
L24110GJ1986PLC009003,BODAL CHEMICALS LIMITED,6000000,AHMEDABAD
L24110GJ1986PLC009003,BODAL CHEMICALS LIMITED,12300000,MUMBAI CITY
L24110GJ1986PLC009003,BODAL CHEMICALS LIMITED,15000000,SURAT
L24110GJ1986PLC009003,BODAL CHEMICALS LIMITED,100000,VADODARA
L24110GJ1987PLC009362,GUJARAT FLUOROCHEMICALS LIMITED,500000,MUMBAI CITY
L24110GJ1987PLC009362,GUJARAT FLUOROCHEMICALS LIMITED,2000000,VADODARA
L24110GJ1989PLC011989,DYNAMIC INDUSTRIES LIMITED,900000,AHMEDABAD
L24110GJ1989PLC012441,AKSHARCHEM (INDIA ) LIMITED,500000,AHMEDABAD
L24110GJ1989PLC012441,AKSHARCHEM (INDIA ) LIMITED,3100000,MEHSANA
L24110GJ1989PLC012441,AKSHARCHEM (INDIA ) LIMITED,900000,MEHSANA
L24110GJ1995PLC024052,MEGHMANI ORGANICS LIMITED,8800000,AHMEDABAD
L24110GJ1995PLC024052,MEGHMANI ORGANICS LIMITED,7000000,AHMEDABAD
L24110MH1956PLC010806,CLARIANT CHEMICALS (INDIA) LIMITED,600000,CUDDALORE
L24110MH1973PLC016247,UNIVERSAL STARCH CHEM ALLIED LIMITED,200000,DHULE
L24110MH1973PLC016247,UNIVERSAL STARCH CHEM ALLIED LIMITED,200000,DHULE
L24110MH1978GOI020185,RASHTRIYA CHEMICALS AND FERTILIZERS LIMITED,2500000,AMRAVATI
L24110MH1978GOI020185,RASHTRIYA CHEMICALS AND FERTILIZERS LIMITED,1000000,CHENNAI
L24110MH1978GOI020185,RASHTRIYA CHEMICALS AND FERTILIZERS LIMITED,1100000,MUMBAI CITY
L24110MH1978GOI020185,RASHTRIYA CHEMICALS AND FERTILIZERS LIMITED,1600000,PATIALA
L24110MH1978GOI020185,RASHTRIYA CHEMICALS AND FERTILIZERS LIMITED,400000,RAIGAD
L24110MH1992PLC069615,ASHOK ALCO-CHEM LIMITED,2500000,KUTCH
L24110MH1998PLC115499,NAVIN FLUORINE INTERNATIONAL LIMITED,1500000,AHMEDABAD
L24110MH1998PLC115499,NAVIN FLUORINE INTERNATIONAL LIMITED,2000000,AHMEDABAD
L24110MH1998PLC115499,NAVIN FLUORINE INTERNATIONAL LIMITED,2000000,DAHOD
L24110MH1998PLC115499,NAVIN FLUORINE INTERNATIONAL LIMITED,700000,DEWAS
L24110MH1998PLC115499,NAVIN FLUORINE INTERNATIONAL LIMITED,1300000,DEWAS
L24110MH1998PLC115499,NAVIN FLUORINE INTERNATIONAL LIMITED,1500000,RUDRAPRAYAG
L24110MH1998PLC115499,NAVIN FLUORINE INTERNATIONAL LIMITED,100000,SURAT
L24110MH1998PLC115499,NAVIN FLUORINE INTERNATIONAL LIMITED,1800000,SURAT
L24110MH1998PLC115499,NAVIN FLUORINE INTERNATIONAL LIMITED,1700000,SURAT
L24110MH1998PLC115499,NAVIN FLUORINE INTERNATIONAL LIMITED,2000000,THANE
L24110TG1980PLC002633,PREMIER EXPLOSIVES LIMITED,300000,HYDERABAD
L24110TG1980PLC002633,PREMIER EXPLOSIVES LIMITED,2100000,NALGONDA
L24110TG1980PLC002633,PREMIER EXPLOSIVES LIMITED,100000,VISAKHAPATNAM
L24110TG1980PLC002633,PREMIER EXPLOSIVES LIMITED,100000,VISAKHAPATNAM
L24110TG1980PLC002633,PREMIER EXPLOSIVES LIMITED,100000,VISAKHAPATNAM
L24110TG1989PLC009713,SUVEN LIFE SCIENCES LIMITED,300000,GUNTUR
L24110TG1989PLC009713,SUVEN LIFE SCIENCES LIMITED,2100000,HYDERABAD
L24110TG1989PLC009713,SUVEN LIFE SCIENCES LIMITED,1500000,NALGONDA
L24110TG1990PLC011977,VIMTA LABS LIMITED,1600000,HYDERABAD
L24110TG1990PLC011977,VIMTA LABS LIMITED,1900000,HYDERABAD
L24110TG1991PLC012471,GRANULES INDIA LIMITED,3500000,GUNTUR
L24110TG1991PLC012471,GRANULES INDIA LIMITED,2300000,GUNTUR
L24110TG1991PLC012471,GRANULES INDIA LIMITED,1000000,GUNTUR
L24110TG1991PLC012471,GRANULES INDIA LIMITED,11600000,RANGA REDDY
L24110TG1991PLC012471,GRANULES INDIA LIMITED,2100000,RANGA REDDY
L24110TG1991PLC012471,GRANULES INDIA LIMITED,200000,VISAKHAPATNAM
L24110WB1960PLC024910,KANORIA CHEMICALS & INDUSTRIES LTD,300000,BHARUCH
L24110WB1960PLC024910,KANORIA CHEMICALS & INDUSTRIES LTD,700000,BHARUCH
L24110WB1960PLC024910,KANORIA CHEMICALS & INDUSTRIES LTD,1000000,BHARUCH
L24110WB1960PLC024910,KANORIA CHEMICALS & INDUSTRIES LTD,1200000,NARMADA
L24111MP1961PLC016023,NARMADA GELATINES LIMITED,3800000,JABALPUR
L24111MP1961PLC016023,NARMADA GELATINES LIMITED,4600000,JABALPUR
L24111MP1961PLC016023,NARMADA GELATINES LIMITED,1800000,JABALPUR
L24111UR1985PLC015063,ESTER INDUSTRIES LIMITED,2200000,UDHAM SINGH NAGAR
L24112PB1981PLC031099,OSWAL GREENTECH LIMITED,25600000,LUDHIANA
L24112PB1981PLC031099,OSWAL GREENTECH LIMITED,27200000,LUDHIANA
L24114MH1985PLC035564,JAYSYNTH DYESTUFF (INDIA) LIMITED,400000,VALSAD
L24114MH1985PLC035564,JAYSYNTH DYESTUFF (INDIA) LIMITED,200000,VALSAD
L24116AS1971SGC001339,ASSAM PETRO CHEMICALS LTD,10100000,DIBRUGARH
L24116MH1989PLC052224,VINATI ORGANICS LIMITED,1000000,PUNE
L24116UP1978PLC004624,JUBILANT LIFE SCIENCES LIMITED,10300000,AMROHA
L24117RJ1980PLC001999,K G PETRO CHEM LTD,2500000,JAIPUR
L24117RJ1980PLC001999,K G PETRO CHEM LTD,300000,JAIPUR
L24117RJ1991PLC006307,PODDAR PIGMENTS LIMITED,100000,CHENNAI
L24117RJ1991PLC006307,PODDAR PIGMENTS LIMITED,2500000,CHENNAI
L24117RJ1991PLC006307,PODDAR PIGMENTS LIMITED,600000,GORAKHPUR
L24117RJ1991PLC006307,PODDAR PIGMENTS LIMITED,500000,GORAKHPUR
L24117RJ1991PLC006307,PODDAR PIGMENTS LIMITED,400000,JAIPUR
L24117RJ1991PLC006307,PODDAR PIGMENTS LIMITED,1200000,JAIPUR
L24117RJ1991PLC006307,PODDAR PIGMENTS LIMITED,2500000,JHUNJHUNU
L24117TN1976PLC007122,SHASUN PHARMACEUTICALS LIMITED,700000,CUDDALORE
L24118MH1976PLC136836,ANIK INDUSTRIES LIMITED,100000,DEWAS
L24118MH1976PLC136836,ANIK INDUSTRIES LIMITED,100000,INDORE
L24118MH1976PLC136836,ANIK INDUSTRIES LIMITED,300000,INDORE
L24118MH1976PLC136836,ANIK INDUSTRIES LIMITED,700000,INDORE
L24120MH1990PLC058560,BASANT AGRO TECH (INDIA) LIMITED,2000000,AKOLA
L24121MH1979PLC021360,DEEPAK FERTILISERS AND PETROCHEMICALS CORPORATION LTD,23100000,PUNE
L24121MH1979PLC021360,DEEPAK FERTILISERS AND PETROCHEMICALS CORPORATION LTD,16800000,PUNE
L24129GJ1992PLC016917,GUJARAT INTRUX LIMITED,1300000,RAJKOT
L24129GJ1992PLC016917,GUJARAT INTRUX LIMITED,1400000,RAJKOT
L24129GJ1992PLC016917,GUJARAT INTRUX LIMITED,900000,SURENDRANAGAR
L24131WB1948PLC095302,PILANI INVESTMENT AND INDUSTRIES CORPORATION LIMITED,300000,HARIDWAR
L24131WB1948PLC095302,PILANI INVESTMENT AND INDUSTRIES CORPORATION LIMITED,1900000,KOLKATA
L24131WB1948PLC095302,PILANI INVESTMENT AND INDUSTRIES CORPORATION LIMITED,500000,NEW DELHI
L24132MH1985PLC223220,NEO CORP INTERNATIONAL LIMITED,3800000,INDORE
L24132MH1988PLC049387,BALAJI AMINES LIMITED,800000,SOLAPUR
L24132MH1988PLC049387,BALAJI AMINES LIMITED,10300000,SOLAPUR
L24133MH1996PLC197857,INTRASOFT TECHNOLOGIES LIMITED,100000,COIMBATORE
L24133MH1996PLC197857,INTRASOFT TECHNOLOGIES LIMITED,100000,KOLKATA
L24200MH1937PLC002700,COLGATE-PALMOLIVE (INDIA) LIMITED,5500000,LUCKNOW
L24200MH1937PLC002700,COLGATE-PALMOLIVE (INDIA) LIMITED,5000000,THANE
L24200MH1947PLC006104,NOVARTIS INDIA LIMITED,6200000,BANGALORE URBAN
L24200MH1947PLC006104,NOVARTIS INDIA LIMITED,1200000,HYDERABAD
L24200MH1947PLC006104,NOVARTIS INDIA LIMITED,400000,JAIPUR
L24200MH1947PLC006104,NOVARTIS INDIA LIMITED,300000,KOLKATA
L24200MH1947PLC006104,NOVARTIS INDIA LIMITED,1900000,MUMBAI CITY
L24200MH1947PLC006104,NOVARTIS INDIA LIMITED,2000000,MUMBAI CITY
L24200MH1947PLC006104,NOVARTIS INDIA LIMITED,5000000,MUMBAI CITY
L24200MH1960PLC011807,EXCEL INDUSTRIES LIMITED,700000,KUTCH
L24200MH1960PLC011807,EXCEL INDUSTRIES LIMITED,400000,KUTCH
L24200MH1960PLC011807,EXCEL INDUSTRIES LIMITED,2900000,RAIGAD
L24200MH1960PLC011807,EXCEL INDUSTRIES LIMITED,600000,RAIGAD
L24200MH1960PLC011807,EXCEL INDUSTRIES LIMITED,100000,RATNAGIRI
L24200MH1960PLC011807,EXCEL INDUSTRIES LIMITED,1800000,RATNAGIRI
L24200MH1960PLC011807,EXCEL INDUSTRIES LIMITED,600000,RATNAGIRI
L24200MH1960PLC011807,EXCEL INDUSTRIES LIMITED,100000,THANE
L24200MH1960PLC011807,EXCEL INDUSTRIES LIMITED,300000,THANE
L24200MH1988PTC048028,HIKAL LIMITED,900000,BANGALORE RURAL
L24200MH1988PTC048028,HIKAL LIMITED,900000,BANGALORE URBAN
L24200MH1989PLC051018,ADVANCED ENZYME TECHNOLOGIES LIMITED,3800000,THANE
L24200MH1989PLC051018,ADVANCED ENZYME TECHNOLOGIES LIMITED,300000,THANE
L24200MH1989PLC051018,ADVANCED ENZYME TECHNOLOGIES LIMITED,300000,THANE
L24210MH1958PLC011173,BAYER CROPSCIENCE LIMITED,400000,BAGALKOT
L24210MH1958PLC011173,BAYER CROPSCIENCE LIMITED,8900000,CHENNAI
L24210MH1958PLC011173,BAYER CROPSCIENCE LIMITED,2900000,GUNTUR
L24210MH1958PLC011173,BAYER CROPSCIENCE LIMITED,6800000,JAMMU
L24210MH1958PLC011173,BAYER CROPSCIENCE LIMITED,11000000,KURNOOL
L24210MH1958PLC011173,BAYER CROPSCIENCE LIMITED,16400000,KURNOOL
L24210MH1958PLC011173,BAYER CROPSCIENCE LIMITED,19000000,NEW DELHI
L24210MH1958PLC011173,BAYER CROPSCIENCE LIMITED,7900000,NEW DELHI
L24210MH1958PLC011173,BAYER CROPSCIENCE LIMITED,200000,THANE
L24211TN1975PLC006989,E.I.D PARRY (INDIA) LIMITED,200000,CUDDALORE
L24211TN1975PLC006989,E.I.D PARRY (INDIA) LIMITED,200000,SIVAGANGA
L24211TN1975PLC006989,E.I.D PARRY (INDIA) LIMITED,400000,SIVAGANGA
L24219DL1985PLC020126,DHANUKA AGRITECH LIMITED,100000,COIMBATORE
L24219DL1985PLC020126,DHANUKA AGRITECH LIMITED,400000,GURUGRAM
L24219DL1985PLC020126,DHANUKA AGRITECH LIMITED,2200000,JAIPUR
L24219DL1985PLC020126,DHANUKA AGRITECH LIMITED,500000,JAMMU
L24219DL1985PLC020126,DHANUKA AGRITECH LIMITED,3000000,MATHURA
L24219DL1985PLC020126,DHANUKA AGRITECH LIMITED,3300000,NEW DELHI
L24219DL1985PLC020126,DHANUKA AGRITECH LIMITED,200000,NEW DELHI
L24219DL1985PLC020126,DHANUKA AGRITECH LIMITED,700000,UDAIPUR
L24219GJ1985PLC025132,UPL LIMITED,200000,BHARUCH
L24219GJ1985PLC025132,UPL LIMITED,400000,DANG
L24219GJ1985PLC025132,UPL LIMITED,5100000,KOLKATA
L24219GJ1985PLC025132,UPL LIMITED,2000000,NEW DELHI
L24219GJ1985PLC025132,UPL LIMITED,9200000,VALSAD
